nivel_satisfacao,ultima_avaliacao,numero_projetos,media_horas_mensais,tempo_empresa,acidente_trabalho,saiu,promocao_ultimos_5anos,departamento,salario
0.31,0.72,4,279,5,0,1,0,vendas,baixo
0.77,0.62,3,159,2,0,0,0,financeiro,medio
0.79,0.67,6,157,5,0,0,0,tecnico,alto
0.59,0.45,4,194,3,0,0,0,vendas,medio
0.72,0.69,6,242,7,0,0,0,RH,baixo
0.64,0.76,2,185,2,0,0,0,vendas,medio
0.33,0.65,3,272,5,0,1,0,RH,baixo
0.45,0.58,2,215,5,0,1,0,vendas,baixo
0.32,0.5,5,241,5,0,1,0,financeiro,baixo
0.27,0.78,6,262,4,0,1,0,produto,baixo
0.72,0.5,3,241,4,1,0,0,TI,medio
0.76,0.68,3,160,5,0,0,0,tecnico,medio
0.3,0.77,3,294,5,0,1,0,vendas,alto
0.21,0.75,2,202,4,0,1,0,RH,baixo
0.29,0.73,4,263,4,0,1,0,vendas,baixo
0.69,0.78,4,204,4,0,0,0,tecnico,baixo
0.9,0.66,7,206,6,0,0,0,suporte,baixo
0.52,0.74,2,249,8,0,1,0,suporte,alto
0.9,0.77,4,153,4,0,0,0,vendas,baixo
0.09,0.62,5,230,3,0,1,0,vendas,alto
0.69,0.68,6,179,4,0,0,0,vendas,baixo
0.76,0.6,3,246,7,0,0,0,financeiro,baixo
0.86,0.53,4,210,5,0,0,0,vendas,baixo
0.16,0.62,2,189,5,0,1,0,gerenciamento,medio
0.84,0.75,3,166,7,0,0,0,vendas,baixo
0.76,0.62,4,242,3,0,0,0,vendas,alto
0.34,0.58,6,216,4,0,1,0,suporte,baixo
0.91,0.57,4,234,5,1,0,0,vendas,baixo
0.27,0.74,6,305,5,0,1,0,suporte,medio
0.83,0.54,3,202,3,0,0,0,RH,baixo
0.11,0.5,3,289,7,0,1,0,vendas,baixo
0.82,0.51,4,172,3,0,0,0,marketing,medio
0.21,0.78,6,267,5,0,1,0,tecnico,baixo
0.27,0.69,3,225,2,0,1,0,vendas,medio
0.69,0.51,4,213,2,0,0,0,vendas,baixo
0.83,0.67,3,238,2,0,0,0,administrativo,baixo
0.7,0.56,3,238,4,0,0,0,vendas,baixo
0.74,0.59,5,174,6,0,0,0,financeiro,medio
0.26,0.64,7,259,3,0,1,0,suporte,medio
0.46,0.68,4,156,3,0,0,0,vendas,medio
0.83,0.64,3,243,7,0,0,0,suporte,medio
0.89,0.71,5,233,6,1,0,0,RH,baixo
0.3,0.76,5,242,3,0,1,0,produto,baixo
0.21,0.62,3,292,5,0,1,0,suporte,baixo
0.76,0.78,4,96,5,0,0,0,financeiro,medio
0.66,0.62,4,262,5,0,0,0,vendas,medio
0.86,0.61,6,240,3,0,0,0,administrativo,baixo
0.74,0.75,3,231,2,0,0,0,RH,baixo
0.72,0.63,3,150,5,0,0,0,produto,medio
0.89,0.69,2,231,3,0,0,0,RH,medio
0.71,0.75,4,222,3,1,0,0,suporte,medio
0.63,0.55,3,205,3,0,0,0,TI,baixo
0.76,0.68,4,221,4,0,0,0,suporte,medio
0.8,0.44,5,183,5,0,0,0,tecnico,medio
0.74,0.69,3,196,5,1,0,0,suporte,baixo
0.53,0.7,5,237,3,1,0,0,vendas,medio
0.79,0.68,7,200,2,0,0,0,tecnico,baixo
0.79,0.77,6,187,4,0,0,0,tecnico,baixo
0.66,0.57,4,252,3,0,0,0,vendas,alto
0.52,0.62,3,139,2,1,0,1,tecnico,medio
0.12,0.89,5,258,4,0,1,0,RH,baixo
0.82,0.7,3,200,4,1,0,0,tecnico,baixo
0.57,0.56,4,236,5,0,0,0,produto,medio
0.77,0.7,5,237,4,0,0,0,vendas,baixo
0.77,0.62,6,97,7,0,0,0,tecnico,baixo
0.86,0.68,3,222,2,1,0,0,vendas,baixo
0.84,0.68,3,159,3,0,0,0,vendas,medio
0.77,0.74,4,142,3,0,0,0,TI,baixo
0.8,0.6,3,182,3,0,0,0,suporte,medio
0.94,0.58,3,240,2,0,0,0,vendas,baixo
0.81,0.75,5,196,2,0,0,1,suporte,medio
0.86,0.58,3,209,4,0,0,0,financeiro,alto
0.73,0.55,4,240,3,1,0,0,vendas,medio
0.67,0.57,4,191,2,1,0,0,vendas,baixo
0.22,0.7,7,274,3,0,1,0,TI,baixo
0.83,0.59,3,208,3,0,0,0,vendas,medio
0.72,0.64,6,194,3,0,0,0,gerenciamento,alto
0.26,0.7,2,263,4,0,1,0,TI,baixo
0.58,0.67,5,234,7,1,0,0,suporte,baixo
0.74,0.63,5,188,6,0,0,0,tecnico,baixo
0.57,0.76,4,170,5,0,0,0,suporte,baixo
0.13,0.73,7,294,3,0,1,0,vendas,baixo
0.24,0.51,2,245,3,0,1,0,administrativo,alto
0.73,0.6,3,248,3,0,0,0,TI,baixo
0.77,0.77,3,194,6,0,0,0,vendas,medio
0.76,0.72,2,200,3,0,0,0,suporte,alto
0.72,0.63,5,186,3,1,0,0,vendas,baixo
0.75,0.54,3,204,8,0,0,0,vendas,medio
0.66,0.68,5,237,6,0,0,0,TI,baixo
0.86,0.74,5,177,7,1,0,0,TI,alto
0.28,0.71,5,242,4,0,1,0,suporte,baixo
0.75,0.71,5,125,5,0,0,0,vendas,alto
0.8,0.56,4,205,8,0,0,0,suporte,baixo
0.65,0.65,2,226,7,0,0,0,vendas,baixo
0.32,0.59,4,260,4,0,1,0,TI,baixo
0.58,0.64,2,169,8,0,0,0,suporte,baixo
0.76,0.63,7,204,4,1,0,0,TI,baixo
0.82,0.61,5,207,4,0,0,0,financeiro,alto
0.73,0.75,3,153,3,0,0,0,RH,baixo
0.14,0.71,2,172,4,0,1,0,gerenciamento,medio
0.7,0.69,6,228,2,0,0,0,gerenciamento,baixo
0.54,0.56,4,202,2,0,0,0,marketing,medio
0.87,0.74,4,184,4,0,0,0,gerenciamento,medio
0.53,0.64,5,184,2,0,0,0,financeiro,alto
0.25,0.6,4,310,5,0,1,0,produto,baixo
0.76,0.65,6,228,2,0,0,0,vendas,baixo
0.77,0.56,5,199,4,0,0,0,vendas,baixo
0.88,0.74,5,231,7,1,0,0,RH,medio
0.88,0.77,2,148,4,0,0,0,suporte,medio
0.13,0.75,2,310,3,0,1,0,RH,medio
0.68,0.72,5,215,3,0,0,0,tecnico,baixo
0.24,0.62,3,255,4,1,1,0,tecnico,medio
0.16,0.73,2,268,4,0,1,0,produto,alto
0.66,0.49,4,232,3,0,0,0,administrativo,baixo
0.69,0.7,4,165,3,0,0,0,vendas,baixo
0.79,0.54,4,216,7,0,0,0,financeiro,medio
0.88,0.55,6,259,6,0,0,1,marketing,baixo
0.61,0.62,5,266,4,0,0,0,tecnico,medio
0.87,0.7,4,209,4,0,0,0,tecnico,medio
0.73,0.74,3,188,4,0,0,0,vendas,alto
0.92,0.69,3,235,4,0,0,0,vendas,medio
0.63,0.58,3,208,3,0,0,0,suporte,medio
0.86,0.79,3,122,5,0,0,0,vendas,baixo
0.6,0.61,3,200,5,1,0,0,vendas,baixo
0.74,0.62,3,171,4,0,0,0,RH,medio
0.18,0.69,7,234,4,0,1,0,suporte,medio
0.88,0.67,6,198,5,1,0,0,TI,medio
0.21,0.49,6,258,5,0,1,0,vendas,baixo
0.59,0.68,6,197,4,0,0,0,RH,baixo
0.65,0.51,4,193,3,0,0,0,financeiro,baixo
0.81,0.74,5,176,5,1,0,0,suporte,baixo
0.86,0.74,2,200,7,0,0,0,administrativo,medio
0.59,0.73,5,248,6,0,0,0,RH,medio
0.64,0.68,4,180,4,0,0,0,produto,baixo
0.52,0.65,4,193,2,0,0,0,produto,medio
0.87,0.54,4,279,5,0,0,0,vendas,medio
0.84,0.5,4,177,3,0,0,0,vendas,medio
0.11,0.66,5,223,4,0,1,0,vendas,medio
0.89,0.68,3,167,6,0,0,0,vendas,baixo
0.7,0.59,3,187,4,0,0,0,vendas,medio
0.66,0.54,3,210,8,1,0,0,financeiro,baixo
0.84,0.68,2,175,7,0,0,0,vendas,medio
0.11,0.58,7,243,5,0,1,0,gerenciamento,medio
0.71,0.56,3,223,4,0,0,0,suporte,medio
0.27,0.68,3,275,5,0,1,0,vendas,alto
0.91,0.79,4,218,6,0,0,0,suporte,medio
0.72,0.62,4,256,2,0,0,0,vendas,baixo
0.24,0.53,2,269,6,0,1,0,gerenciamento,baixo
0.51,0.48,5,246,4,0,1,0,RH,baixo
0.75,0.73,4,190,4,0,0,0,vendas,baixo
0.54,0.69,5,297,4,0,1,0,administrativo,baixo
0.84,0.59,6,199,5,1,0,0,produto,medio
0.21,0.83,3,270,4,0,1,0,vendas,baixo
0.73,0.58,7,148,2,0,0,0,TI,baixo
0.58,0.61,3,189,5,1,0,0,TI,medio
0.75,0.67,4,232,4,0,0,0,vendas,medio
0.65,0.68,5,188,4,0,0,0,marketing,alto
0.77,0.6,4,193,5,0,0,0,vendas,baixo
0.83,0.56,4,267,2,0,0,0,suporte,medio
0.51,0.8,5,194,4,0,0,0,vendas,baixo
0.84,0.56,5,190,5,0,0,0,gerenciamento,medio
0.71,0.69,3,189,4,1,0,1,marketing,medio
0.79,0.65,4,261,4,0,0,0,vendas,baixo
0.81,0.63,4,195,4,0,0,0,tecnico,baixo
0.78,0.67,4,197,5,0,0,0,vendas,medio
0.21,0.58,3,243,6,0,1,0,marketing,medio
0.85,0.85,4,223,5,1,0,0,vendas,medio
0.68,0.62,4,231,3,0,0,0,RH,baixo
0.77,0.51,3,229,3,0,0,0,administrativo,baixo
0.76,0.7,4,248,3,0,0,0,TI,baixo
0.66,0.58,3,216,5,0,0,0,vendas,alto
0.74,0.62,6,158,3,0,0,0,tecnico,medio
0.25,0.8,2,199,4,1,1,0,suporte,baixo
0.67,0.68,3,143,4,0,0,0,suporte,baixo
0.76,0.6,3,141,3,0,0,0,TI,medio
0.76,0.66,5,275,3,0,0,0,suporte,baixo
0.32,0.62,2,192,4,0,1,0,tecnico,alto
0.82,0.63,4,204,5,0,0,0,financeiro,medio
0.87,0.51,3,149,3,0,0,0,vendas,baixo
0.91,0.68,3,179,5,1,0,0,suporte,baixo
0.91,0.65,5,158,3,0,0,0,marketing,medio
0.73,0.64,5,172,3,0,0,0,vendas,baixo
0.68,0.7,7,170,4,0,0,0,produto,medio
0.2,0.69,4,285,6,0,1,0,RH,baixo
0.83,0.76,3,191,4,0,0,0,TI,baixo
0.81,0.58,3,192,7,1,0,0,vendas,medio
0.74,0.49,5,206,3,0,0,0,vendas,baixo
0.84,0.77,3,188,7,0,0,0,tecnico,baixo
0.43,0.63,5,185,4,0,0,0,vendas,baixo
0.79,0.66,3,183,7,0,0,0,gerenciamento,medio
0.73,0.68,4,159,6,1,0,1,TI,medio
0.17,0.64,6,255,3,0,1,0,tecnico,baixo
0.67,0.73,3,206,7,0,0,0,administrativo,medio
0.57,0.79,2,235,4,0,0,0,produto,baixo
0.32,0.6,3,281,6,0,1,0,tecnico,baixo
0.75,0.64,5,166,6,0,0,0,tecnico,medio
0.87,0.68,5,233,5,0,0,0,vendas,medio
0.91,0.59,3,125,4,0,0,0,gerenciamento,baixo
0.56,0.64,4,196,5,1,0,1,suporte,baixo
0.17,0.67,3,212,3,0,1,0,financeiro,baixo
0.8,0.65,7,200,5,0,0,0,tecnico,medio
0.87,0.52,5,188,4,0,0,0,financeiro,baixo
0.9,0.67,5,166,6,0,0,0,vendas,baixo
0.72,0.71,5,125,4,0,0,0,gerenciamento,baixo
0.64,0.74,2,171,5,0,0,0,administrativo,baixo
0.84,0.67,4,178,5,1,0,0,tecnico,medio
0.33,0.51,5,242,6,0,1,0,marketing,baixo
0.18,0.66,4,239,3,0,1,0,marketing,medio
0.61,0.62,3,147,2,0,0,1,financeiro,baixo
0.86,0.83,4,237,7,1,0,0,tecnico,baixo
0.16,0.65,4,303,3,0,1,0,suporte,baixo
0.66,0.56,3,183,3,0,0,0,financeiro,baixo
0.89,0.64,3,135,3,0,0,0,marketing,baixo
0.76,0.55,5,206,3,0,0,0,tecnico,medio
0.23,0.6,2,262,3,0,1,0,RH,medio
0.1,0.63,2,227,4,0,1,0,vendas,baixo
0.62,0.54,5,103,6,0,0,0,marketing,baixo
0.82,0.64,3,258,3,0,0,0,vendas,baixo
0.71,0.62,3,223,4,0,0,0,tecnico,medio
0.87,0.65,5,181,2,0,0,0,suporte,medio
0.67,0.67,4,194,3,0,0,0,tecnico,alto
0.3,0.83,4,187,6,0,1,0,suporte,medio
0.79,0.6,5,226,4,1,0,0,suporte,baixo
0.09,0.54,4,220,4,0,1,0,tecnico,medio
0.91,0.64,3,198,2,1,0,0,vendas,baixo
0.94,0.69,2,223,8,0,0,0,marketing,medio
0.56,0.71,3,223,5,0,0,0,tecnico,baixo
0.64,0.79,3,176,5,0,0,0,suporte,baixo
0.7,0.81,2,124,4,0,0,0,TI,baixo
0.09,0.68,2,228,4,0,1,0,administrativo,baixo
0.09,0.57,4,305,2,0,1,0,produto,medio
0.88,0.72,5,251,7,1,0,0,vendas,medio
0.66,0.74,4,285,5,0,0,0,RH,medio
0.56,0.81,5,271,5,0,1,0,gerenciamento,alto
0.76,0.59,3,127,5,0,0,0,suporte,baixo
0.82,0.64,4,254,2,0,0,1,gerenciamento,medio
0.81,0.66,3,233,3,0,0,0,suporte,medio
0.18,0.71,7,238,3,0,1,0,tecnico,medio
0.76,0.63,3,203,5,0,0,0,tecnico,baixo
0.73,0.58,5,185,8,0,0,0,TI,baixo
0.23,0.57,3,223,6,0,1,0,vendas,baixo
0.87,0.69,3,177,4,0,0,0,vendas,alto
0.91,0.75,3,234,5,0,0,0,vendas,medio
0.79,0.75,4,199,4,0,0,0,tecnico,baixo
0.41,0.61,4,119,3,0,1,0,tecnico,medio
0.7,0.65,3,249,5,0,0,0,suporte,baixo
0.12,0.7,2,214,3,0,1,0,tecnico,baixo
0.74,0.59,3,197,3,0,0,0,gerenciamento,medio
0.83,0.76,3,216,5,0,0,0,tecnico,baixo
0.32,0.62,7,198,3,1,1,0,tecnico,baixo
0.91,0.74,4,234,10,0,0,0,vendas,medio
0.6,0.74,4,215,3,0,0,0,vendas,medio
0.65,0.74,4,172,3,0,0,0,vendas,alto
0.65,0.65,3,204,2,0,0,0,suporte,baixo
0.83,0.71,3,184,5,0,0,0,marketing,baixo
0.83,0.79,4,213,3,0,0,0,vendas,baixo
0.61,0.67,3,231,7,1,0,0,tecnico,medio
0.1,0.68,2,217,4,0,1,0,vendas,baixo
0.85,0.58,4,180,4,0,0,0,RH,baixo
0.37,0.79,3,206,4,0,1,0,marketing,baixo
0.74,0.64,5,282,3,0,0,0,vendas,medio
0.94,0.58,5,235,4,0,0,0,tecnico,baixo
0.81,0.58,4,149,5,0,0,0,gerenciamento,baixo
0.61,0.53,4,175,2,0,0,0,tecnico,baixo
0.67,0.54,5,171,4,0,0,0,suporte,baixo
0.25,0.69,3,273,5,0,1,0,tecnico,baixo
0.13,0.54,3,296,3,0,1,0,suporte,baixo
0.41,0.63,7,297,3,0,1,0,gerenciamento,medio
0.83,0.53,5,210,2,0,0,0,gerenciamento,baixo
0.09,0.54,5,272,4,0,1,0,marketing,baixo
0.79,0.7,3,219,5,1,0,0,tecnico,baixo
0.64,0.51,4,191,3,0,0,0,suporte,alto
0.16,0.5,3,257,4,0,1,0,tecnico,baixo
0.85,0.64,4,177,4,0,0,0,gerenciamento,medio
0.8,0.76,5,147,5,1,0,0,produto,medio
0.6,0.83,3,233,4,0,0,0,tecnico,baixo
0.86,0.61,3,216,4,0,0,0,vendas,baixo
0.85,0.53,3,183,4,0,0,0,suporte,medio
0.71,0.54,3,194,7,0,0,1,gerenciamento,medio
0.25,0.7,5,246,2,0,1,0,suporte,medio
0.73,0.53,4,199,5,0,0,0,vendas,medio
0.76,0.62,3,176,7,0,0,0,vendas,baixo
0.45,0.61,3,225,2,0,0,0,tecnico,medio
0.72,0.56,3,177,6,0,0,0,administrativo,baixo
0.63,0.67,5,162,5,0,0,0,gerenciamento,medio
0.66,0.64,4,173,3,0,0,0,administrativo,medio
0.31,0.7,4,233,5,0,1,0,produto,baixo
0.17,0.75,5,206,3,0,1,0,suporte,baixo
0.27,0.68,6,227,3,0,1,0,suporte,baixo
0.23,0.58,5,258,4,0,1,0,suporte,baixo
0.81,0.53,4,176,6,0,0,0,produto,medio
0.14,0.53,2,283,6,0,1,0,tecnico,medio
0.84,0.61,3,189,2,0,0,0,TI,medio
0.78,0.55,2,205,5,0,0,0,vendas,baixo
0.82,0.65,4,164,7,0,0,0,vendas,baixo
0.82,0.55,6,227,4,0,0,0,RH,baixo
0.89,0.68,6,208,3,0,0,0,financeiro,baixo
0.32,0.6,3,192,4,0,1,0,suporte,medio
0.68,0.66,5,182,4,0,0,0,vendas,medio
0.89,0.58,3,188,3,0,0,0,administrativo,baixo
0.77,0.69,3,119,2,1,0,0,produto,medio
0.74,0.73,3,161,4,0,0,0,tecnico,baixo
0.8,0.71,3,217,3,0,0,0,suporte,baixo
0.68,0.66,3,249,4,1,0,0,tecnico,baixo
0.62,0.68,3,227,7,0,0,0,suporte,medio
0.82,0.65,3,226,4,0,0,0,financeiro,baixo
0.32,0.72,3,310,3,0,1,0,vendas,baixo
0.73,0.62,4,186,4,0,0,0,vendas,medio
0.58,0.73,3,198,6,0,0,0,vendas,medio
0.88,0.79,4,223,6,1,0,0,tecnico,baixo
0.9,0.75,3,187,6,0,0,0,vendas,medio
0.5,0.78,2,220,5,0,1,0,vendas,medio
0.66,0.7,3,275,7,0,0,0,vendas,baixo
0.84,0.65,2,236,3,0,0,0,vendas,medio
0.24,0.56,2,244,4,0,1,0,tecnico,baixo
0.82,0.83,4,193,4,0,0,0,vendas,medio
0.75,0.7,4,189,6,1,0,0,suporte,medio
0.84,0.62,4,210,3,0,0,0,suporte,baixo
0.28,0.59,6,283,3,0,1,0,vendas,baixo
0.18,0.42,3,230,6,0,1,0,suporte,baixo
0.82,0.57,3,268,6,1,0,0,gerenciamento,baixo
0.72,0.6,3,159,2,0,0,0,administrativo,baixo
0.87,0.78,4,164,2,0,0,0,vendas,medio
0.18,0.58,5,240,5,0,1,0,marketing,baixo
0.14,0.78,3,258,7,0,1,0,tecnico,baixo
0.85,0.74,5,219,4,0,0,0,vendas,medio
0.25,0.72,3,265,3,0,1,0,tecnico,medio
0.74,0.71,3,202,6,0,0,0,tecnico,baixo
0.86,0.53,4,135,4,0,0,0,suporte,medio
0.72,0.59,4,200,4,0,0,0,TI,alto
0.77,0.62,3,201,7,0,0,0,produto,baixo
0.13,0.76,7,206,6,0,1,0,vendas,baixo
0.77,0.71,3,190,3,0,0,0,tecnico,medio
0.71,0.46,4,127,4,1,0,0,tecnico,medio
0.28,0.55,7,277,5,0,1,0,tecnico,baixo
0.22,0.72,3,204,2,0,1,0,gerenciamento,baixo
0.64,0.68,4,153,4,0,0,0,marketing,medio
0.35,0.52,3,162,6,0,0,0,gerenciamento,alto
0.69,0.66,5,184,6,0,0,0,produto,medio
0.51,0.67,5,202,3,0,0,0,tecnico,alto
0.39,0.58,3,227,2,0,1,0,tecnico,medio
0.56,0.75,3,239,6,0,1,0,suporte,alto
0.77,0.68,3,238,5,0,0,0,tecnico,medio
0.93,0.61,3,239,2,0,0,0,RH,medio
0.69,0.67,4,209,4,0,0,1,suporte,baixo
0.18,0.83,3,276,3,0,1,0,tecnico,medio
0.53,0.69,3,191,2,0,0,0,marketing,baixo
0.85,0.68,4,175,3,0,0,0,RH,baixo
0.73,0.64,4,170,5,0,0,0,tecnico,medio
0.5,0.73,4,234,8,0,0,0,TI,baixo
0.67,0.66,4,175,3,0,0,0,vendas,baixo
0.39,0.82,5,162,7,0,0,0,suporte,alto
0.3,0.7,5,268,6,0,1,0,vendas,medio
0.41,0.49,4,239,5,0,1,0,vendas,medio
0.42,0.49,3,216,2,0,1,0,TI,alto
0.51,0.58,2,219,4,1,0,0,tecnico,baixo
0.61,0.59,3,268,7,0,0,0,produto,baixo
0.62,0.77,4,201,5,0,0,0,financeiro,baixo
0.74,0.59,3,232,2,0,0,0,vendas,medio
0.14,0.72,5,216,4,0,1,0,produto,medio
0.87,0.52,4,260,6,0,0,1,suporte,baixo
0.84,0.71,6,190,3,0,0,0,vendas,baixo
0.3,0.72,3,241,3,0,1,0,TI,baixo
0.15,0.49,6,183,3,0,1,0,TI,baixo
0.84,0.55,3,217,2,0,0,0,suporte,baixo
0.8,0.66,4,246,7,0,0,0,administrativo,medio
0.58,0.81,6,143,10,0,0,0,suporte,baixo
0.77,0.62,4,211,6,0,0,0,gerenciamento,baixo
0.81,0.79,5,209,5,0,0,0,suporte,baixo
0.66,0.64,6,173,6,0,0,0,vendas,medio
0.32,0.65,4,238,5,0,1,0,suporte,baixo
0.65,0.62,6,210,6,0,0,0,vendas,baixo
0.77,0.49,3,206,2,1,0,0,suporte,medio
0.64,0.65,4,220,2,0,0,0,produto,medio
0.83,0.67,4,230,3,0,0,0,suporte,medio
0.22,0.7,3,232,5,0,1,0,vendas,baixo
0.74,0.65,4,203,6,1,0,0,suporte,medio
0.91,0.81,3,198,5,1,0,0,vendas,baixo
0.89,0.65,7,257,4,0,0,1,TI,baixo
0.27,0.53,4,280,5,0,1,0,marketing,medio
0.58,0.53,3,201,4,0,0,1,gerenciamento,baixo
0.25,0.68,2,310,3,0,1,0,vendas,medio
0.8,0.7,3,227,5,0,0,0,suporte,alto
0.8,0.77,6,249,4,0,0,0,suporte,baixo
0.6,0.61,3,221,6,0,0,0,administrativo,baixo
0.3,0.47,6,223,5,0,1,0,TI,baixo
0.43,0.45,2,198,4,0,1,0,vendas,medio
0.83,0.61,3,276,4,1,0,0,tecnico,medio
0.54,0.62,3,214,5,0,0,0,TI,medio
0.67,0.78,5,201,3,0,0,0,produto,medio
0.78,0.51,4,221,5,1,0,0,financeiro,baixo
0.73,0.65,4,156,2,0,0,0,vendas,medio
0.09,0.79,3,263,7,0,1,0,administrativo,baixo
0.15,0.56,5,279,4,0,1,0,vendas,alto
0.69,0.58,4,131,4,0,0,0,gerenciamento,baixo
0.75,0.76,3,169,3,0,0,0,RH,medio
0.3,0.74,4,229,4,0,1,0,TI,baixo
0.17,0.5,3,257,4,0,1,0,produto,baixo
0.81,0.71,5,168,2,1,0,0,vendas,medio
0.84,0.62,4,199,4,0,0,0,vendas,medio
0.76,0.61,6,194,3,0,0,0,vendas,medio
0.71,0.7,4,129,5,0,0,0,vendas,medio
0.77,0.63,3,163,5,0,0,0,suporte,baixo
0.56,0.62,4,205,3,0,0,0,vendas,medio
0.72,0.57,5,216,5,0,0,0,financeiro,medio
0.86,0.57,4,211,5,0,0,0,tecnico,baixo
0.78,0.6,6,223,2,0,0,0,produto,medio
0.91,0.57,3,216,3,1,0,0,TI,alto
0.13,0.62,7,225,6,0,1,0,tecnico,medio
0.39,0.61,2,270,10,0,1,0,vendas,baixo
0.89,0.69,4,192,2,0,0,0,tecnico,medio
0.69,0.74,4,135,2,1,0,0,marketing,baixo
0.1,0.44,6,221,4,0,1,0,suporte,medio
0.86,0.81,3,203,3,0,0,0,vendas,medio
0.79,0.61,3,201,4,0,0,0,RH,alto
0.62,0.65,3,216,5,0,0,0,vendas,medio
0.52,0.72,4,228,3,0,0,0,produto,baixo
0.78,0.68,4,181,3,0,0,0,tecnico,medio
0.47,0.69,6,310,3,0,1,0,produto,baixo
0.73,0.78,4,180,6,0,0,0,administrativo,baixo
0.69,0.6,3,158,3,0,0,0,marketing,baixo
0.13,0.53,5,215,2,0,1,0,tecnico,baixo
0.53,0.67,4,226,2,0,0,0,vendas,alto
0.75,0.64,5,256,7,1,0,0,marketing,medio
0.87,0.66,3,143,2,1,0,0,suporte,medio
0.83,0.63,4,209,5,0,0,0,vendas,baixo
0.94,0.82,3,212,2,0,0,0,produto,medio
0.92,0.73,3,221,6,0,0,0,tecnico,medio
0.93,0.72,4,180,5,1,0,0,vendas,baixo
0.71,0.62,3,138,4,0,0,0,financeiro,alto
0.61,0.61,6,165,6,0,0,0,suporte,medio
0.82,0.56,3,222,2,0,0,0,tecnico,medio
0.81,0.61,5,217,5,0,0,0,produto,baixo
0.87,0.58,4,163,3,1,0,0,financeiro,baixo
0.59,0.63,5,233,5,0,0,0,vendas,medio
0.14,0.88,4,239,2,0,1,0,TI,medio
0.9,0.53,4,234,6,0,0,0,marketing,medio
0.64,0.55,3,224,3,0,0,0,vendas,medio
0.17,0.73,3,231,4,0,1,0,suporte,baixo
0.66,0.75,6,213,3,0,0,0,vendas,medio
0.82,0.65,6,178,5,0,0,0,produto,baixo
0.39,0.5,6,254,3,0,1,0,RH,medio
0.33,0.54,2,221,6,0,1,0,vendas,baixo
0.72,0.72,5,177,2,0,0,0,RH,baixo
0.86,0.55,6,179,2,0,0,0,marketing,alto
0.39,0.58,5,175,8,1,0,0,tecnico,baixo
0.18,0.51,4,305,3,0,1,0,produto,baixo
0.73,0.6,3,182,4,0,0,1,vendas,baixo
0.64,0.53,6,133,6,0,0,0,administrativo,baixo
0.09,0.86,2,260,3,0,1,0,suporte,baixo
0.84,0.7,5,199,3,0,0,0,TI,baixo
0.66,0.54,7,162,2,0,0,0,TI,medio
0.7,0.59,5,161,5,1,0,0,suporte,medio
0.89,0.66,3,176,2,0,0,0,RH,medio
0.74,0.58,5,132,3,0,0,0,TI,alto
0.4,0.53,6,295,3,0,1,0,administrativo,medio
0.56,0.7,3,226,5,0,0,0,suporte,baixo
0.65,0.77,4,161,4,0,0,0,vendas,baixo
0.66,0.8,3,182,4,0,0,0,administrativo,medio
0.77,0.6,4,202,3,0,0,0,TI,medio
0.23,0.66,2,252,2,0,1,0,produto,baixo
0.87,0.69,4,215,2,1,0,0,gerenciamento,baixo
0.74,0.63,5,253,8,0,0,0,vendas,medio
0.19,0.87,4,222,3,0,1,0,tecnico,medio
0.86,0.68,4,216,5,0,0,0,vendas,medio
0.45,0.59,3,207,6,0,0,0,TI,baixo
0.78,0.51,7,183,3,0,0,0,marketing,medio
0.19,0.79,2,290,6,0,1,0,gerenciamento,medio
0.79,0.67,6,220,10,0,0,0,tecnico,medio
0.93,0.61,4,191,5,0,0,0,marketing,medio
0.75,0.47,7,152,3,1,0,1,administrativo,medio
0.61,0.8,4,207,4,0,0,0,TI,medio
0.72,0.64,3,164,3,0,0,0,vendas,baixo
0.65,0.61,4,138,3,0,0,0,suporte,baixo
0.67,0.7,3,238,2,0,0,0,gerenciamento,medio
0.77,0.66,6,229,2,1,0,0,gerenciamento,medio
0.79,0.72,3,178,5,0,0,0,TI,medio
0.77,0.5,3,166,7,0,0,0,financeiro,alto
0.21,0.66,7,205,5,0,1,0,vendas,alto
0.21,0.67,7,261,4,0,1,0,vendas,medio
0.86,0.56,4,197,5,0,0,0,administrativo,baixo
0.78,0.75,2,206,3,0,0,0,vendas,baixo
0.85,0.81,3,240,2,0,0,0,vendas,alto
0.15,0.7,3,215,3,0,1,0,tecnico,baixo
0.3,0.72,7,219,5,0,1,0,suporte,alto
0.19,0.63,4,244,5,0,1,0,suporte,baixo
0.7,0.69,4,183,5,0,0,0,tecnico,medio
0.5,0.56,4,183,3,0,0,0,administrativo,medio
0.7,0.65,3,187,5,0,0,0,administrativo,baixo
0.86,0.57,4,227,4,0,0,0,tecnico,alto
0.81,0.59,5,247,2,1,0,0,tecnico,medio
0.48,0.49,3,204,5,0,1,0,produto,baixo
0.5,0.64,3,212,3,1,0,0,TI,baixo
0.61,0.49,4,139,5,0,0,0,tecnico,medio
0.91,0.63,2,137,4,1,0,0,tecnico,baixo
0.18,0.64,5,247,3,0,1,0,tecnico,medio
0.85,0.78,4,138,4,0,0,0,vendas,baixo
0.84,0.57,2,212,3,0,0,0,tecnico,baixo
0.14,0.58,7,198,3,0,1,0,TI,baixo
0.6,0.73,3,192,2,0,0,0,produto,baixo
0.91,0.67,4,209,8,0,0,0,marketing,baixo
